Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,09893;0,00952;0,00000
0,10000;0,00062;0,26829;0,02581;0,00007
0,20000;0,00319;1,51023;0,14528;0,00033
0,30000;0,00525;2,29427;0,22071;0,00055
0,40000;0,00637;2,46363;0,23700;0,00067
0,50000;0,00837;3,95018;0,38001;0,00088
0,60000;0,01025;4,42688;0,42587;0,00108
0,70000;0,01162;5,21091;0,50129;0,00122
0,80000;0,01306;5,90715;0,56827;0,00137
0,90000;0,01512;6,54068;0,62921;0,00159
1,00000;0,01700;7,34353;0,70645;0,00178
1,10000;0,01812;8,15266;0,78429;0,00190
1,20000;0,01994;8,99318;0,86514;0,00209
1,30000;0,02187;9,32561;0,89712;0,00230
1,40000;0,02337;10,17237;0,97858;0,00245
1,50000;0,02469;10,79962;1,03892;0,00259
1,60000;0,02681;11,37040;1,09383;0,00281
1,70000;0,02856;11,92237;1,14693;0,00300
1,80000;0,02987;12,53078;1,20546;0,00313
1,90000;0,03150;13,50928;1,29959;0,00331
2,00000;0,03362;14,24314;1,37019;0,00353
2,10000;0,03519;14,38740;1,38407;0,00369
2,20000;0,03637;15,20282;1,46251;0,00382
2,30000;0,03844;16,09977;1,54880;0,00403
2,40000;0,04019;16,50746;1,58802;0,00422
2,50000;0,04162;16,96534;1,63207;0,00437
2,60000;0,04312;17,41697;1,67551;0,00453
2,70000;0,04519;18,01285;1,73284;0,00474
2,80000;0,04694;18,99761;1,82757;0,00493
2,90000;0,04806;19,34886;1,86136;0,00504
3,00000;0,05006;19,83810;1,90843;0,00525
3,10000;0,05181;20,28970;1,95187;0,00544
3,20000;0,05337;21,11767;2,03152;0,00560
3,30000;0,05475;21,63199;2,08100;0,00575
3,40000;0,05687;21,90799;2,10755;0,00597
3,50000;0,05862;22,79866;2,19323;0,00615
3,60000;0,05975;23,31927;2,24332;0,00627
3,70000;0,06169;23,83359;2,29279;0,00647
3,80000;0,06344;23,75206;2,28495;0,00666
3,90000;0,06512;24,46084;2,35313;0,00683
4,00000;0,06637;24,92499;2,39779;0,00696
4,10000;0,06850;25,48324;2,45149;0,00719
4,20000;0,07031;26,27983;2,52812;0,00738
4,30000;0,07150;26,02267;2,50338;0,00750
4,40000;0,07325;26,42409;2,54200;0,00769
4,50000;0,07512;26,58716;2,55769;0,00788
4,60000;0,07687;26,79417;2,57760;0,00807
4,70000;0,07806;28,22427;2,71518;0,00819
4,80000;0,08012;28,19290;2,71216;0,00841
4,90000;0,08194;28,74488;2,76526;0,00860
5,00000;0,08319;29,34702;2,82319;0,00873
5,10000;0,08481;29,88644;2,87508;0,00890
5,20000;0,08675;30,50740;2,93482;0,00910
5,30000;0,08862;30,85865;2,96861;0,00930
5,40000;0,08975;31,76189;3,05550;0,00942
5,50000;0,09169;32,38912;3,11584;0,00962
5,60000;0,09356;32,48320;3,12489;0,00982
5,70000;0,09494;33,09790;3,18402;0,00996
5,80000;0,09644;33,43034;3,21600;0,01012
5,90000;0,09850;33,98231;3,26910;0,01034
6,00000;0,10025;34,60953;3,32944;0,01052
6,10000;0,10144;35,25559;3,39159;0,01064
6,20000;0,10325;35,50649;3,41573;0,01083
6,30000;0,10519;36,07101;3,47003;0,01104
6,40000;0,10669;36,58533;3,51951;0,01119
6,50000;0,10806;37,11223;3,57020;0,01134
6,60000;0,11019;37,00559;3,55994;0,01156
6,70000;0,11187;37,72692;3,62933;0,01174
6,80000;0,11319;38,49841;3,70355;0,01188
6,90000;0,11487;38,83084;3,73553;0,01205
7,00000;0,11687;39,26991;3,77777;0,01226
7,10000;0,11850;39,77171;3,82604;0,01243
7,20000;0,11975;40,33621;3,88035;0,01257
7,30000;0,12187;40,32995;3,87974;0,01279
7,40000;0,12356;40,99482;3,94371;0,01297
7,50000;0,12494;41,43389;3,98594;0,01311
