Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,14203;0,01366;0,00000
0,10000;0,00075;0,38664;0,03719;0,00008
0,20000;0,00337;1,35885;0,13072;0,00035
0,30000;0,00462;2,23073;0,21460;0,00049
0,40000;0,00675;3,47265;0,33407;0,00071
0,50000;0,00850;3,96189;0,38113;0,00089
0,60000;0,00987;5,14737;0,49518;0,00104
0,70000;0,01137;6,33912;0,60982;0,00119
0,80000;0,01350;6,94755;0,66835;0,00142
0,90000;0,01525;7,65631;0,73654;0,00160
1,00000;0,01637;8,74144;0,84093;0,00172
1,10000;0,01837;9,40005;0,90429;0,00193
1,20000;0,02012;10,07747;0,96945;0,00211
1,30000;0,02169;10,78623;1,03764;0,00228
1,40000;0,02306;11,68319;1,12392;0,00242
1,50000;0,02519;12,31043;1,18426;0,00264
1,60000;0,02694;12,90003;1,24098;0,00283
1,70000;0,02806;13,47708;1,29650;0,00294
1,80000;0,03000;14,44302;1,38942;0,00315
1,90000;0,03175;14,54339;1,39908;0,00333
2,00000;0,03350;15,29607;1,47148;0,00352
2,10000;0,03469;15,50934;1,49200;0,00364
2,20000;0,03681;16,47528;1,58492;0,00386
2,30000;0,03862;16,75126;1,61147;0,00405
2,40000;0,03981;17,22795;1,65733;0,00418
2,50000;0,04156;17,88656;1,72069;0,00436
2,60000;0,04344;17,99946;1,73155;0,00456
2,70000;0,04519;18,95286;1,82327;0,00474
2,80000;0,04631;19,20376;1,84740;0,00486
2,90000;0,04844;19,78083;1,90292;0,00508
3,00000;0,05019;20,42688;1,96507;0,00527
3,10000;0,05150;20,82204;2,00308;0,00540
3,20000;0,05319;21,22973;2,04230;0,00558
3,30000;0,05506;21,48692;2,06704;0,00578
3,40000;0,05694;21,52454;2,07066;0,00597
3,50000;0,05806;22,28976;2,14428;0,00609
3,60000;0,06006;22,07023;2,12316;0,00630
3,70000;0,06187;22,97973;2,21065;0,00649
3,80000;0,06325;23,24944;2,23660;0,00664
3,90000;0,06475;23,58814;2,26918;0,00679
4,00000;0,06681;24,03350;2,31203;0,00701
4,10000;0,06862;23,82023;2,29151;0,00720
4,20000;0,06975;24,88026;2,39348;0,00732
4,30000;0,07156;25,11861;2,41641;0,00751
4,40000;0,07350;25,47614;2,45081;0,00771
4,50000;0,07506;25,77722;2,47977;0,00788
4,60000;0,07637;25,77093;2,47917;0,00801
4,70000;0,07850;26,55499;2,55459;0,00824
4,80000;0,08025;26,24763;2,52502;0,00842
4,90000;0,08150;26,57380;2,55640;0,00855
5,00000;0,08312;27,10067;2,60709;0,00872
5,10000;0,08512;26,96896;2,59442;0,00893
5,20000;0,08681;27,43311;2,63907;0,00911
5,30000;0,08806;27,77809;2,67226;0,00924
5,40000;0,09012;27,87847;2,68191;0,00946
5,50000;0,09187;28,10427;2,70363;0,00964
5,60000;0,09325;28,17954;2,71087;0,00978
5,70000;0,09475;28,40534;2,73260;0,00994
5,80000;0,09681;28,86322;2,77664;0,01016
5,90000;0,09856;29,15175;2,80440;0,01034
6,00000;0,09975;29,02003;2,79173;0,01047
6,10000;0,10175;29,40265;2,82854;0,01068
6,20000;0,10350;29,04511;2,79414;0,01086
6,30000;0,10500;29,89189;2,87560;0,01102
6,40000;0,10637;30,03615;2,88948;0,01116
6,50000;0,10844;29,88561;2,87500;0,01138
6,60000;0,11025;30,08633;2,89431;0,01157
6,70000;0,11144;30,47523;2,93172;0,01169
6,80000;0,11331;30,85155;2,96792;0,01189
6,90000;0,11512;31,12128;2,99387;0,01208
7,00000;0,11681;30,77630;2,96068;0,01226
7,10000;0,11800;30,55048;2,93896;0,01238
7,20000;0,12012;30,80138;2,96310;0,01260
7,30000;0,12194;30,93937;2,97637;0,01280
7,40000;0,12312;31,30944;3,01197;0,01292
7,50000;0,12487;31,42236;3,02283;0,01310
7,60000;0,12681;31,27181;3,00835;0,01331
7,70000;0,12856;31,83004;3,06205;0,01349
7,80000;0,12969;31,67323;3,04697;0,01361
7,90000;0,13175;31,74224;3,05361;0,01382
8,00000;0,13350;31,84259;3,06326;0,01401
8,10000;0,13487;32,09976;3,08800;0,01415
8,20000;0,13644;32,19384;3,09705;0,01432
8,30000;0,13844;32,30674;3,10791;0,01453
8,40000;0,14031;32,30674;3,10791;0,01472
8,50000;0,14137;32,45103;3,12179;0,01483
8,60000;0,14331;32,30048;3,10731;0,01504
8,70000;0,14519;32,62665;3,13869;0,01523
8,80000;0,14662;32,55764;3,13205;0,01539
8,90000;0,14806;32,83990;3,15920;0,01554
9,00000;0,15012;32,87755;3,16282;0,01575
9,10000;0,15194;32,44474;3,12119;0,01594
9,20000;0,15312;33,18489;3,19239;0,01607
9,30000;0,15494;33,16607;3,19058;0,01626
9,40000;0,15687;32,94654;3,16946;0,01646
9,50000;0,15837;33,36051;3,20928;0,01662
9,60000;0,15969;33,03434;3,17791;0,01676
9,70000;0,16181;33,52358;3,22497;0,01698
9,80000;0,16356;33,71804;3,24368;0,01716
9,90000;0,16487;33,23506;3,19722;0,01730
10,00000;0,16650;33,35425;3,20868;0,01747
10,10000;0,16850;33,17234;3,19118;0,01768
10,20000;0,17012;33,95639;3,26661;0,01785
