Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;-0,09732;-0,00936;0,00000
0,10000;0,00050;1,16341;0,11192;0,00005
0,20000;0,00237;4,68222;0,45043;0,00025
0,30000;0,00425;8,69026;0,83600;0,00045
0,40000;0,00662;14,41694;1,38691;0,00070
0,50000;0,00837;18,48771;1,77852;0,00088
0,60000;0,00969;20,94021;2,01445;0,00102
0,70000;0,01181;25,12389;2,41692;0,00124
0,80000;0,01356;28,96257;2,78620;0,00142
0,90000;0,01475;32,54411;3,13075;0,00155
1,00000;0,01656;35,49212;3,41435;0,00174
1,10000;0,01844;39,56917;3,80656;0,00193
1,20000;0,02012;43,08796;4,14507;0,00211
1,30000;0,02137;46,19907;4,44436;0,00224
1,40000;0,02344;49,57360;4,76899;0,00246
1,50000;0,02519;53,39347;5,13646;0,00264
1,60000;0,02644;55,97142;5,38446;0,00277
1,70000;0,02812;58,98215;5,67409;0,00295
1,80000;0,03006;62,67659;6,02949;0,00315
1,90000;0,03187;65,43016;6,29439;0,00334
2,00000;0,03300;68,17747;6,55868;0,00346
2,10000;0,03500;71,15058;6,84469;0,00367
2,20000;0,03687;74,17386;7,13553;0,00387
2,30000;0,03819;77,04659;7,41189;0,00401
2,40000;0,03969;79,39874;7,63817;0,00416
2,50000;0,04175;82,34049;7,92116;0,00438
2,60000;0,04362;84,70516;8,14864;0,00458
2,70000;0,04475;87,00714;8,37009;0,00470
2,80000;0,04669;89,39062;8,59939;0,00490
2,90000;0,04856;91,66123;8,81782;0,00510
3,00000;0,04994;93,75620;9,01935;0,00524
3,10000;0,05137;95,20513;9,15874;0,00539
3,20000;0,05344;98,28485;9,45501;0,00561
3,30000;0,05525;100,11012;9,63060;0,00580
3,40000;0,05644;102,21137;9,83274;0,00592
3,50000;0,05825;104,10561;10,01497;0,00611
3,60000;0,06019;105,78034;10,17608;0,00632
3,70000;0,06175;107,80632;10,37098;0,00648
3,80000;0,06300;108,75345;10,46209;0,00661
3,90000;0,06512;110,52226;10,63225;0,00683
4,00000;0,06681;111,28122;10,70526;0,00701
4,10000;0,06819;113,23192;10,89292;0,00716
4,20000;0,06981;114,62439;11,02688;0,00733
4,30000;0,07187;115,99178;11,15842;0,00754
4,40000;0,07350;117,27761;11,28212;0,00771
4,50000;0,07462;118,71399;11,42030;0,00783
4,60000;0,07675;120,87794;11,62847;0,00805
4,70000;0,07844;121,02849;11,64295;0,00823
4,80000;0,07994;122,62168;11,79622;0,00839
4,90000;0,08137;123,75696;11,90543;0,00854
5,00000;0,08344;124,30267;11,95793;0,00876
5,10000;0,08525;124,83583;12,00922;0,00895
5,20000;0,08637;125,73276;12,09550;0,00906
5,30000;0,08837;127,06250;12,22342;0,00927
5,40000;0,09012;127,35105;12,25118;0,00946
5,50000;0,09169;127,44511;12,26023;0,00962
5,60000;0,09300;127,50158;12,26566;0,00976
5,70000;0,09519;127,70856;12,28558;0,00999
5,80000;0,09700;127,48903;12,26446;0,01018
5,90000;0,09806;127,77129;12,29161;0,01029
6,00000;0,10000;127,70856;12,28558;0,01049
6,10000;0,10175;127,42004;12,25782;0,01068
6,20000;0,10350;127,47021;12,26265;0,01086
6,30000;0,10469;127,78384;12,29282;0,01099
6,40000;0,10681;127,43885;12,25963;0,01121
6,50000;0,10862;127,63957;12,27894;0,01140
6,60000;0,10981;127,94065;12,30790;0,01152
6,70000;0,11156;127,92810;12,30669;0,01171
6,80000;0,11337;126,95589;12,21317;0,01190
6,90000;0,11525;127,64584;12,27954;0,01209
7,00000;0,11637;128,03474;12,31695;0,01221
7,10000;0,11837;128,68079;12,37910;0,01242
7,20000;0,12025;128,74978;12,38574;0,01262
7,30000;0,12150;128,95050;12,40505;0,01275
7,40000;0,12306;130,02935;12,50884;0,01291
7,50000;0,12506;130,13599;12,51909;0,01312
7,60000;0,12694;130,12344;12,51789;0,01332
7,70000;0,12800;131,07057;12,60900;0,01343
7,80000;0,12994;131,31518;12,63253;0,01363
7,90000;0,13181;131,72289;12,67175;0,01383
8,00000;0,13331;132,01141;12,69951;0,01399
8,10000;0,13475;132,92092;12,78701;0,01414
8,20000;0,13681;133,02753;12,79726;0,01436
8,30000;0,13856;133,22826;12,81657;0,01454
8,40000;0,13975;132,62611;12,75864;0,01466
8,50000;0,14156;133,16553;12,81054;0,01485
8,60000;0,14350;132,45675;12,74235;0,01506
8,70000;0,14506;132,64492;12,76045;0,01522
8,80000;0,14637;133,25962;12,81959;0,01536
8,90000;0,14850;133,24081;12,81778;0,01558
9,00000;0,15019;132,66373;12,76226;0,01576
9,10000;0,15150;132,92092;12,78701;0,01590
9,20000;0,15319;133,72377;12,86424;0,01607
9,30000;0,15519;132,68883;12,76468;0,01628
9,40000;0,15687;132,75156;12,77071;0,01646
9,50000;0,15800;133,34116;12,82743;0,01658
9,60000;0,16012;133,79278;12,87088;0,01680
9,70000;0,16181;133,67359;12,85941;0,01698
9,80000;0,16325;134,65208;12,95354;0,01713
9,90000;0,16469;136,13864;13,09655;0,01728
10,00000;0,16681;138,21479;13,29628;0,01750
10,10000;0,16850;139,99615;13,46764;0,01768
10,20000;0,16969;141,58932;13,62091;0,01781
10,30000;0,17169;143,70312;13,82425;0,01802
10,40000;0,17350;146,19324;14,06380;0,01821
10,50000;0,17506;149,33571;14,36611;0,01837
10,60000;0,17631;150,11348;14,44093;0,01850
10,70000;0,17850;153,57584;14,77401;0,01873
10,80000;0,18025;156,23532;15,02985;0,01891
10,90000;0,18144;158,54982;15,25251;0,01904
11,00000;0,18331;160,84551;15,47335;0,01924
11,10000;0,18512;163,61163;15,73945;0,01943
11,20000;0,18681;165,83207;15,95306;0,01960
11,30000;0,18800;167,72631;16,13529;0,01973
11,40000;0,19012;169,75228;16,33018;0,01995
11,50000;0,19187;172,35533;16,58060;0,02013
11,60000;0,19312;174,15551;16,75378;0,02026
11,70000;0,19487;175,83650;16,91549;0,02045
11,80000;0,19681;178,67787;17,18883;0,02065
11,90000;0,19856;180,44668;17,35899;0,02084
12,00000;0,19969;181,92069;17,50079;0,02095
12,10000;0,20175;184,42965;17,74215;0,02117
12,20000;0,20350;186,14829;17,90748;0,02135
12,30000;0,20487;187,54702;18,04204;0,02150
12,40000;0,20644;189,39737;18,22005;0,02166
12,50000;0,20850;192,02549;18,47287;0,02188
12,60000;0,21025;193,49323;18,61407;0,02206
12,70000;0,21137;194,79161;18,73897;0,02218
12,80000;0,21325;196,20915;18,87534;0,02238
12,90000;0,21519;198,21005;19,06783;0,02258
13,00000;0,21662;200,02904;19,24281;0,02273
13,10000;0,21800;200,83191;19,32005;0,02288
13,20000;0,22019;202,08010;19,44012;0,02310
13,30000;0,22194;202,06128;19,43831;0,02329
13,40000;0,22312;202,32473;19,46366;0,02341
13,50000;0,22487;203,23421;19,55115;0,02360
13,60000;0,22681;201,96093;19,42866;0,02380
13,70000;0,22837;202,14911;19,44676;0,02396
13,80000;0,22969;202,54427;19,48478;0,02410
13,90000;0,23181;202,23064;19,45461;0,02432
14,00000;0,23356;202,14282;19,44616;0,02451
14,10000;0,23487;202,25574;19,45702;0,02465
14,20000;0,23650;203,03978;19,53245;0,02482
14,30000;0,23850;202,27456;19,45883;0,02503
14,40000;0,24019;202,21183;19,45280;0,02520
14,50000;0,24131;203,07114;19,53546;0,02532
14,60000;0,24350;202,90178;19,51917;0,02555
14,70000;0,24519;202,45018;19,47573;0,02573
14,80000;0,24662;202,39372;19,47029;0,02588
14,90000;0,24806;202,71989;19,50167;0,02603
15,00000;0,25012;202,25574;19,45702;0,02625
15,10000;0,25194;202,16166;19,44797;0,02644
15,20000;0,25300;202,88925;19,51797;0,02655
15,30000;0,25500;203,19032;19,54693;0,02676
15,40000;0,25675;202,33099;19,46426;0,02694
15,50000;0,25837;202,62580;19,49262;0,02711
15,60000;0,25969;202,48154;19,47874;0,02725
15,70000;0,26181;202,65090;19,49504;0,02747
15,80000;0,26356;202,49409;19,47995;0,02766
15,90000;0,26475;202,95824;19,52460;0,02778
16,00000;0,26656;203,15896;19,54391;0,02797
16,10000;0,26844;202,86415;19,51555;0,02817
16,20000;0,27012;202,72615;19,50228;0,02834
16,30000;0,27137;203,53529;19,58011;0,02848
16,40000;0,27350;203,32204;19,55960;0,02870
16,50000;0,27525;202,82653;19,51193;0,02888
16,60000;0,27644;202,83905;19,51314;0,02901
16,70000;0,27819;203,49766;19,57649;0,02919
16,80000;0,28012;202,53798;19,48417;0,02939
16,90000;0,28194;202,99586;19,52822;0,02958
17,00000;0,28300;204,01827;19,62658;0,02970
17,10000;0,28506;203,60430;19,58675;0,02991
17,20000;0,28694;203,21540;19,54934;0,03011
17,30000;0,28819;203,03351;19,53184;0,03024
17,40000;0,28975;204,36952;19,66037;0,03040
17,50000;0,29175;203,31577;19,55900;0,03061
17,60000;0,29356;203,07743;19,53607;0,03080
17,70000;0,29475;204,11862;19,63623;0,03093
17,80000;0,29669;203,80502;19,60606;0,03113
17,90000;0,29850;203,42239;19,56925;0,03132
18,00000;0,29994;203,23421;19,55115;0,03147
18,10000;0,30131;203,64821;19,59098;0,03162
18,20000;0,30344;203,49766;19,57649;0,03184
18,30000;0,30525;203,11505;19,53969;0,03203
18,40000;0,30644;203,83636;19,60908;0,03216
18,50000;0,30819;204,01201;19,62597;0,03234
18,60000;0,31019;203,31577;19,55900;0,03255
18,70000;0,31169;203,59801;19,58615;0,03271
18,80000;0,31300;204,11862;19,63623;0,03284
18,90000;0,31512;203,51021;19,57770;0,03307
19,00000;0,31687;203,38476;19,56563;0,03325
19,10000;0,31819;203,86146;19,61149;0,03339
19,20000;0,31981;204,30053;19,65373;0,03356
19,30000;0,32194;203,61685;19,58796;0,03378
19,40000;0,32350;203,63566;19,58977;0,03395
19,50000;0,32462;203,93045;19,61813;0,03406
19,60000;0,32681;203,80502;19,60606;0,03429
19,70000;0,32850;203,54157;19,58072;0,03447
19,80000;0,32994;203,37221;19,56443;0,03462
