Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,10566;0,01016;0,00000
0,10000;0,00069;0,21229;0,02042;0,00007
0,20000;0,00269;1,55459;0,14955;0,00028
0,30000;0,00512;1,64867;0,15860;0,00054
0,40000;0,00662;2,23201;0,21472;0,00070
0,50000;0,00806;3,02233;0,29075;0,00085
0,60000;0,01012;2,56444;0,24670;0,00106
0,70000;0,01194;2,76514;0,26601;0,00125
0,80000;0,01312;2,73378;0,26299;0,00138
0,90000;0,01487;3,61819;0,34807;0,00156
1,00000;0,01687;3,19795;0,30764;0,00177
1,10000;0,01844;3,12268;0,30040;0,00193
1,20000;0,01969;4,00080;0,38488;0,00207
1,30000;0,02181;3,83772;0,36919;0,00229
1,40000;0,02356;4,27051;0,41082;0,00247
1,50000;0,02487;4,74723;0,45668;0,00261
1,60000;0,02650;4,67196;0,44944;0,00278
1,70000;0,02850;4,49005;0,43194;0,00299
1,80000;0,03019;5,23645;0,50375;0,00317
1,90000;0,03144;6,25886;0,60210;0,00330
2,00000;0,03344;6,12086;0,58883;0,00351
2,10000;0,03519;6,08950;0,58581;0,00369
2,20000;0,03662;6,24005;0,60029;0,00384
2,30000;0,03806;6,57248;0,63227;0,00399
2,40000;0,04019;6,52857;0,62805;0,00422
2,50000;0,04194;6,48466;0,62382;0,00440
2,60000;0,04306;6,54738;0,62986;0,00452
2,70000;0,04506;7,09936;0,68296;0,00473
2,80000;0,04681;6,30904;0,60693;0,00491
2,90000;0,04844;6,41567;0,61719;0,00508
3,00000;0,04969;6,97391;0,67089;0,00521
3,10000;0,05187;6,81083;0,65520;0,00544
3,20000;0,05362;6,81083;0,65520;0,00563
3,30000;0,05481;7,45060;0,71675;0,00575
3,40000;0,05669;7,60742;0,73183;0,00595
3,50000;0,05844;6,98019;0,67150;0,00613
3,60000;0,06019;7,15582;0,68839;0,00632
3,70000;0,06137;7,79559;0,74994;0,00644
3,80000;0,06350;7,47570;0,71916;0,00666
3,90000;0,06525;7,38788;0,71071;0,00685
4,00000;0,06650;7,56353;0,72761;0,00698
4,10000;0,06819;7,51961;0,72339;0,00716
4,20000;0,07006;7,24362;0,69684;0,00735
4,30000;0,07194;7,58234;0,72942;0,00755
4,40000;0,07306;7,90223;0,76019;0,00767
4,50000;0,07512;7,32518;0,70468;0,00788
4,60000;0,07687;7,16837;0,68960;0,00807
4,70000;0,07825;6,94254;0,66787;0,00821
4,80000;0,07981;7,40672;0,71253;0,00837
4,90000;0,08181;7,68269;0,73908;0,00858
5,00000;0,08362;6,77321;0,65158;0,00877
5,10000;0,08475;7,15582;0,68839;0,00889
