Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,62292;0,05992;0,00000
0,10000;0,00075;0,43474;0,04182;0,00008
0,20000;0,00275;1,46967;0,14138;0,00029
0,30000;0,00506;2,08437;0,20052;0,00053
0,40000;0,00662;3,33257;0,32059;0,00070
0,50000;0,00806;4,07272;0,39180;0,00085
0,60000;0,01019;5,18919;0,49920;0,00107
0,70000;0,01200;5,94815;0,57221;0,00126
0,80000;0,01312;6,68203;0,64281;0,00138
0,90000;0,01494;7,46606;0,71824;0,00157
1,00000;0,01687;8,27522;0,79608;0,00177
1,10000;0,01844;8,87108;0,85340;0,00193
1,20000;0,01975;9,96876;0,95900;0,00207
1,30000;0,02187;10,30120;0,99098;0,00230
1,40000;0,02362;11,38004;1,09476;0,00248
1,50000;0,02487;11,73129;1,12855;0,00261
1,60000;0,02656;12,69097;1,22087;0,00279
1,70000;0,02850;13,33074;1,28242;0,00299
1,80000;0,03019;14,53504;1,39827;0,00317
1,90000;0,03137;14,85492;1,42904;0,00329
2,00000;0,03350;15,72052;1,51232;0,00352
2,10000;0,03525;15,88359;1,52800;0,00370
2,20000;0,03662;17,18826;1,65351;0,00384
2,30000;0,03812;17,72768;1,70540;0,00400
2,40000;0,04019;18,07893;1,73919;0,00422
2,50000;0,04194;18,58072;1,78747;0,00440
2,60000;0,04306;19,36476;1,86289;0,00452
2,70000;0,04512;19,87910;1,91237;0,00474
2,80000;0,04687;20,77606;1,99866;0,00492
2,90000;0,04837;21,59146;2,07710;0,00508
3,00000;0,04975;22,21242;2,13684;0,00522
3,10000;0,05194;22,77067;2,19054;0,00545
3,20000;0,05362;23,42300;2,25329;0,00563
3,30000;0,05475;23,68644;2,27864;0,00575
3,40000;0,05669;24,28230;2,33596;0,00595
3,50000;0,05850;24,80918;2,38665;0,00614
3,60000;0,06012;25,17297;2,42164;0,00631
3,70000;0,06144;25,54932;2,45785;0,00645
3,80000;0,06356;26,40237;2,53991;0,00667
3,90000;0,06531;26,96060;2,59361;0,00685
4,00000;0,06644;27,05469;2,60266;0,00697
4,10000;0,06825;27,70075;2,66481;0,00716
4,20000;0,07012;27,87637;2,68171;0,00736
4,30000;0,07194;28,49107;2,74084;0,00755
4,40000;0,07306;28,71060;2,76196;0,00767
4,50000;0,07512;29,19985;2,80903;0,00788
4,60000;0,07694;29,13086;2,80239;0,00807
4,70000;0,07819;29,92118;2,87842;0,00820
4,80000;0,07981;30,18461;2,90376;0,00837
4,90000;0,08181;30,22852;2,90799;0,00858
5,00000;0,08362;31,16310;2,99789;0,00877
5,10000;0,08475;31,37637;3,01841;0,00889
5,20000;0,08675;31,35127;3,01600;0,00910
5,30000;0,08869;31,67745;3,04737;0,00931
5,40000;0,08994;31,72762;3,05220;0,00944
5,50000;0,09144;32,09768;3,08780;0,00959
5,60000;0,09350;32,31722;3,10892;0,00981
5,70000;0,09531;32,61829;3,13788;0,01000
5,80000;0,09650;32,39249;3,11616;0,01013
5,90000;0,09831;32,61829;3,13788;0,01032
6,00000;0,10025;32,66220;3,14211;0,01052
6,10000;0,10175;33,08244;3,18253;0,01068
6,20000;0,10306;33,33963;3,20728;0,01081
6,30000;0,10519;33,01345;3,17590;0,01104
6,40000;0,10700;33,37099;3,21029;0,01123
6,50000;0,10819;33,28316;3,20184;0,01135
6,60000;0,10987;33,28316;3,20184;0,01153
6,70000;0,11194;33,30198;3,20365;0,01175
6,80000;0,11350;33,50896;3,22357;0,01191
6,90000;0,11475;33,37725;3,21089;0,01204
7,00000;0,11681;33,62186;3,23443;0,01226
7,10000;0,11856;33,49644;3,22236;0,01244
7,20000;0,11994;33,57797;3,23020;0,01259
7,30000;0,12150;33,63441;3,23563;0,01275
7,40000;0,12356;33,86023;3,25736;0,01297
7,50000;0,12531;33,60305;3,23262;0,01315
7,60000;0,12644;34,17383;3,28753;0,01327
7,70000;0,12844;33,91041;3,26218;0,01348
7,80000;0,13019;33,82259;3,25374;0,01366
