Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;-0,05967;-0,00574;0,00000
0,10000;0,00062;0,50485;0,04857;0,00007
0,20000;0,00325;1,58369;0,15235;0,00034
0,30000;0,00512;1,77186;0,17045;0,00054
0,40000;0,00631;2,17329;0,20907;0,00066
0,50000;0,00844;2,44300;0,23502;0,00089
0,60000;0,01025;2,24856;0,21631;0,00108
0,70000;0,01144;2,61862;0,25191;0,00120
0,80000;0,01319;2,93853;0,28269;0,00138
0,90000;0,01512;3,10161;0,29837;0,00159
1,00000;0,01694;3,35877;0,32311;0,00178
1,10000;0,01806;4,04874;0,38949;0,00190
1,20000;0,02012;4,38117;0,42147;0,00211
1,30000;0,02194;4,64462;0,44681;0,00230
1,40000;0,02319;4,85161;0,46673;0,00243
1,50000;0,02481;5,37848;0,51741;0,00260
1,60000;0,02681;4,88297;0,46974;0,00281
1,70000;0,02862;5,34086;0,51379;0,00300
1,80000;0,02975;5,63564;0,54215;0,00312
1,90000;0,03175;5,43492;0,52284;0,00333
2,00000;0,03356;5,17149;0,49750;0,00352
2,10000;0,03494;5,04605;0,48543;0,00367
2,20000;0,03644;6,13744;0,59042;0,00382
2,30000;0,03850;5,49764;0,52887;0,00404
2,40000;0,04031;6,07471;0,58439;0,00423
2,50000;0,04144;6,14999;0,59163;0,00435
2,60000;0,04331;6,16880;0,59344;0,00454
2,70000;0,04525;5,63564;0,54215;0,00475
2,80000;0,04669;6,06845;0,58379;0,00490
2,90000;0,04806;6,80231;0,65438;0,00504
3,00000;0,05019;6,87130;0,66102;0,00527
3,10000;0,05194;7,95643;0,76541;0,00545
3,20000;0,05319;8,83455;0,84988;0,00558
3,30000;0,05487;9,64368;0,92772;0,00576
3,40000;0,05687;9,63116;0,92652;0,00597
3,50000;0,05850;10,67235;1,02668;0,00614
3,60000;0,05969;10,92325;1,05082;0,00626
3,70000;0,06181;11,46896;1,10331;0,00649
3,80000;0,06356;12,49763;1,20227;0,00667
3,90000;0,06494;13,32557;1,28192;0,00681
4,00000;0,06644;14,15981;1,36217;0,00697
4,10000;0,06856;14,53615;1,39838;0,00719
4,20000;0,07025;14,88111;1,43156;0,00737
4,30000;0,07137;16,21714;1,56009;0,00749
4,40000;0,07344;16,86320;1,62224;0,00771
4,50000;0,07512;17,78523;1,71094;0,00788
4,60000;0,07669;17,77268;1,70973;0,00805
4,70000;0,07806;18,56301;1,78576;0,00819
4,80000;0,08025;19,54776;1,88050;0,00842
4,90000;0,08194;20,13738;1,93722;0,00860
5,00000;0,08306;20,90887;2,01144;0,00872
5,10000;0,08500;21,02179;2,02230;0,00892
5,20000;0,08675;21,56748;2,07479;0,00910
5,30000;0,08850;22,32643;2,14780;0,00929
5,40000;0,08969;23,16067;2,22806;0,00941
5,50000;0,09181;23,81925;2,29141;0,00963
5,60000;0,09369;23,93844;2,30288;0,00983
5,70000;0,09481;24,86676;2,39218;0,00995
5,80000;0,09656;25,58180;2,46097;0,01013
5,90000;0,09844;25,89542;2,49114;0,01033
6,00000;0,10025;26,47873;2,54726;0,01052
6,10000;0,10137;27,40079;2,63596;0,01064
6,20000;0,10344;28,41691;2,73371;0,01085
6,30000;0,10531;28,91871;2,78198;0,01105
6,40000;0,10656;29,22604;2,81155;0,01118
6,50000;0,10819;30,15436;2,90085;0,01135
6,60000;0,11012;30,15436;2,90085;0,01156
6,70000;0,11200;31,44019;3,02455;0,01175
6,80000;0,11306;32,00471;3,07886;0,01186
6,90000;0,11506;32,98947;3,17359;0,01207
7,00000;0,11687;32,96437;3,17118;0,01226
7,10000;0,11831;33,71080;3,24298;0,01241
7,20000;0,11981;34,11849;3,28220;0,01257
7,30000;0,12181;34,89000;3,35642;0,01278
7,40000;0,12362;35,73049;3,43728;0,01297
7,50000;0,12481;36,15702;3,47831;0,01310
7,60000;0,12662;36,33893;3,49581;0,01329
7,70000;0,12856;37,22960;3,58149;0,01349
7,80000;0,13006;37,61221;3,61830;0,01365
7,90000;0,13137;38,50288;3,70398;0,01379
8,00000;0,13350;38,69734;3,72269;0,01401
8,10000;0,13531;38,69734;3,72269;0,01420
8,20000;0,13650;39,59427;3,80897;0,01432
8,30000;0,13819;40,38459;3,88500;0,01450
8,40000;0,14025;40,59786;3,90552;0,01472
8,50000;0,14181;40,71076;3,91638;0,01488
8,60000;0,14312;41,40073;3,98275;0,01502
8,70000;0,14519;42,36039;4,07507;0,01523
8,80000;0,14681;42,26004;4,06542;0,01541
8,90000;0,14825;42,76810;4,11430;0,01556
9,00000;0,14975;43,84068;4,21748;0,01571
9,10000;0,15187;43,89086;4,22230;0,01594
9,20000;0,15356;44,63727;4,29411;0,01611
9,30000;0,15475;45,28333;4,35626;0,01624
9,40000;0,15675;45,81648;4,40755;0,01645
9,50000;0,15850;45,25823;4,35385;0,01663
