Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,10754;0,01035;0,00000
0,10000;0,00075;0,72850;0,07008;0,00008
0,20000;0,00331;6,29837;0,60590;0,00035
0,30000;0,00456;9,56629;0,92028;0,00048
0,40000;0,00662;13,05372;1,25577;0,00070
0,50000;0,00844;14,92917;1,43619;0,00089
0,60000;0,01000;16,27146;1,56532;0,00105
0,70000;0,01137;17,62628;1,69565;0,00119
0,80000;0,01350;18,39779;1,76987;0,00142
0,90000;0,01525;18,72396;1,80125;0,00160
1,00000;0,01637;19,51428;1,87728;0,00172
1,10000;0,01831;20,46768;1,96899;0,00192
1,20000;0,02012;21,08237;2,02813;0,00211
1,30000;0,02175;22,13612;2,12950;0,00228
1,40000;0,02300;23,11461;2,22363;0,00241
1,50000;0,02519;23,55368;2,26587;0,00264
1,60000;0,02700;22,97661;2,21035;0,00283
1,70000;0,02806;22,28038;2,14337;0,00294
1,80000;0,02994;22,48737;2,16329;0,00314
1,90000;0,03175;21,31443;2,05045;0,00333
2,00000;0,03350;20,84402;2,00520;0,00352
2,10000;0,03469;20,32341;1,95511;0,00364
2,20000;0,03681;20,48649;1,97080;0,00386
2,30000;0,03856;19,40136;1,86641;0,00405
2,40000;0,03981;19,00620;1,82840;0,00418
2,50000;0,04150;19,54562;1,88029;0,00435
2,60000;0,04337;19,30101;1,85676;0,00455
2,70000;0,04525;19,40136;1,86641;0,00475
2,80000;0,04637;19,72127;1,89719;0,00487
2,90000;0,04837;20,18542;1,94184;0,00508
3,00000;0,05025;19,10657;1,83805;0,00527
3,10000;0,05156;18,77414;1,80607;0,00541
3,20000;0,05306;19,30727;1,85736;0,00557
3,30000;0,05506;18,32880;1,76323;0,00578
3,40000;0,05700;18,56086;1,78556;0,00598
3,50000;0,05806;18,95602;1,82357;0,00609
3,60000;0,05994;19,95962;1,92012;0,00629
3,70000;0,06187;19,28846;1,85555;0,00649
3,80000;0,06331;20,02860;1,92675;0,00664
3,90000;0,06475;20,12269;1,93580;0,00679
4,00000;0,06681;20,39240;1,96175;0,00701
4,10000;0,06856;20,58058;1,97985;0,00719
4,20000;0,06981;21,43988;2,06252;0,00733
4,30000;0,07150;23,28397;2,23992;0,00750
4,40000;0,07350;26,15671;2,51628;0,00771
4,50000;0,07506;28,69703;2,76066;0,00788
4,60000;0,07637;30,39683;2,92418;0,00801
4,70000;0,07850;33,74002;3,24579;0,00824
4,80000;0,08019;36,28032;3,49017;0,00841
4,90000;0,08156;38,58856;3,71222;0,00856
5,00000;0,08312;41,23549;3,96686;0,00872
5,10000;0,08519;44,18353;4,25046;0,00894
5,20000;0,08687;47,34478;4,55457;0,00912
5,30000;0,08800;49,03206;4,71689;0,00923
5,40000;0,09012;52,01772;5,00411;0,00946
5,50000;0,09181;54,41376;5,23461;0,00963
5,60000;0,09331;56,42718;5,42830;0,00979
5,70000;0,09469;58,09565;5,58881;0,00994
5,80000;0,09681;60,79276;5,84827;0,01016
5,90000;0,09856;62,66821;6,02869;0,01034
6,00000;0,09975;64,39937;6,19523;0,01047
6,10000;0,10169;65,97375;6,34668;0,01067
6,20000;0,10344;68,23807;6,56451;0,01085
6,30000;0,10506;70,64040;6,79561;0,01102
6,40000;0,10631;71,64397;6,89216;0,01116
6,50000;0,10850;74,17174;7,13533;0,01139
6,60000;0,11025;75,76493;7,28859;0,01157
6,70000;0,11144;77,42082;7,44789;0,01169
6,80000;0,11325;79,29627;7,62831;0,01188
6,90000;0,11512;78,73804;7,57461;0,01208
7,00000;0,11687;78,91993;7,59210;0,01226
7,10000;0,11800;79,04537;7,60417;0,01238
7,20000;0,12012;79,40917;7,63917;0,01260
7,30000;0,12187;79,00775;7,60055;0,01279
7,40000;0,12312;79,14572;7,61383;0,01292
7,50000;0,12481;79,66633;7,66391;0,01310
7,60000;0,12681;78,80074;7,58064;0,01331
7,70000;0,12862;78,91993;7,59210;0,01350
7,80000;0,12969;79,42172;7,64038;0,01361
7,90000;0,13169;79,54717;7,65245;0,01382
8,00000;0,13350;79,12065;7,61141;0,01401
8,10000;0,13487;79,79178;7,67598;0,01415
8,20000;0,13644;79,87961;7,68443;0,01432
8,30000;0,13850;79,69143;7,66632;0,01453
8,40000;0,14031;79,76042;7,67296;0,01472
8,50000;0,14144;79,91097;7,68744;0,01484
8,60000;0,14325;79,92978;7,68925;0,01503
8,70000;0,14519;79,30882;7,62952;0,01523
8,80000;0,14669;79,28372;7,62710;0,01539
8,90000;0,14800;79,84196;7,68080;0,01553
9,00000;0,15012;79,83570;7,68020;0,01575
9,10000;0,15194;79,20845;7,61986;0,01594
9,20000;0,15312;79,71651;7,66874;0,01607
9,30000;0,15487;80,31239;7,72606;0,01625
9,40000;0,15681;79,71025;7,66813;0,01645
9,50000;0,15844;79,49071;7,64701;0,01663
9,60000;0,15969;79,82943;7,67960;0,01676
9,70000;0,16181;79,37781;7,63615;0,01698
9,80000;0,16356;79,79807;7,67658;0,01716
9,90000;0,16494;79,54717;7,65245;0,01731
10,00000;0,16644;80,06778;7,70253;0,01746
