Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,33816;0,03253;0,00000
0,10000;0,00075;0,70196;0,06753;0,00008
0,20000;0,00300;1,68046;0,16166;0,00031
0,30000;0,00481;2,35161;0,22623;0,00050
0,40000;0,00687;3,13565;0,30165;0,00072
0,50000;0,00837;3,48690;0,33544;0,00088
0,60000;0,00969;4,83547;0,46517;0,00102
0,70000;0,01181;5,66342;0,54482;0,00124
0,80000;0,01356;6,25930;0,60215;0,00142
0,90000;0,01481;7,09980;0,68300;0,00155
1,00000;0,01644;8,01557;0,77110;0,00172
1,10000;0,01850;8,21000;0,78980;0,00194
1,20000;0,02019;9,20105;0,88514;0,00212
1,30000;0,02137;10,29870;0,99074;0,00224
1,40000;0,02350;10,43042;1,00341;0,00247
1,50000;0,02525;11,28975;1,08607;0,00265
1,60000;0,02656;11,60335;1,11624;0,00279
1,70000;0,02806;12,29332;1,18262;0,00294
1,80000;0,03019;12,11141;1,16512;0,00317
1,90000;0,03194;10,88830;1,04746;0,00335
2,00000;0,03306;11,40265;1,09694;0,00347
2,10000;0,03506;12,16161;1,16995;0,00368
2,20000;0,03681;12,86410;1,23753;0,00386
2,30000;0,03837;12,95819;1,24658;0,00403
2,40000;0,03975;13,59170;1,30752;0,00417
2,50000;0,04187;13,77361;1,32502;0,00439
2,60000;0,04362;14,18758;1,36485;0,00458
2,70000;0,04481;15,17860;1,46018;0,00470
2,80000;0,04669;15,55495;1,49639;0,00490
2,90000;0,04850;15,98147;1,53742;0,00509
3,00000;0,05019;16,16965;1,55552;0,00527
3,10000;0,05137;16,27628;1,56578;0,00539
3,20000;0,05350;16,55226;1,59233;0,00561
3,30000;0,05525;16,99759;1,63517;0,00580
3,40000;0,05650;17,43040;1,67681;0,00593
3,50000;0,05819;17,61857;1,69491;0,00611
3,60000;0,06012;16,90979;1,62672;0,00631
3,70000;0,06194;17,02895;1,63819;0,00650
3,80000;0,06306;16,69026;1,60560;0,00662
3,90000;0,06506;16,45817;1,58328;0,00683
4,00000;0,06687;15,93130;1,53259;0,00702
4,10000;0,06825;15,73057;1,51328;0,00716
4,20000;0,06981;15,84976;1,52475;0,00733
4,30000;0,07181;15,97521;1,53682;0,00754
4,40000;0,07362;15,98147;1,53742;0,00773
