Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,27805;0,02675;0,00000
0,10000;0,00062;0,35958;0,03459;0,00007
0,20000;0,00325;1,77713;0,17096;0,00034
0,30000;0,00519;2,02176;0,19449;0,00054
0,40000;0,00637;2,60510;0,25061;0,00067
0,50000;0,00850;3,53968;0,34052;0,00089
0,60000;0,01025;3,00026;0,28862;0,00108
0,70000;0,01162;3,40168;0,32724;0,00122
0,80000;0,01312;4,07281;0,39181;0,00138
0,90000;0,01519;3,67139;0,35319;0,00159
1,00000;0,01694;4,17319;0,40146;0,00178
1,10000;0,01806;4,39899;0,42318;0,00190
1,20000;0,02012;5,39629;0,51912;0,00211
1,30000;0,02187;5,13284;0,49378;0,00230
1,40000;0,02344;5,07641;0,48835;0,00246
1,50000;0,02475;5,62209;0,54085;0,00260
1,60000;0,02687;5,76638;0,55473;0,00282
1,70000;0,02862;5,85418;0,56317;0,00300
1,80000;0,02981;6,31206;0,60722;0,00313
1,90000;0,03169;6,62568;0,63739;0,00333
2,00000;0,03350;6,09253;0,58610;0,00352
2,10000;0,03512;6,20543;0,59696;0,00369
2,20000;0,03644;6,91421;0,66515;0,00382
2,30000;0,03856;6,48142;0,62351;0,00405
2,40000;0,04031;6,60687;0,63558;0,00423
2,50000;0,04150;7,30937;0,70316;0,00435
2,60000;0,04325;6,83267;0,65730;0,00454
2,70000;0,04519;7,08983;0,68204;0,00474
2,80000;0,04694;6,83893;0,65791;0,00493
2,90000;0,04806;7,77352;0,74781;0,00504
3,00000;0,05019;7,20902;0,69351;0,00527
3,10000;0,05200;6,76368;0,65067;0,00546
3,20000;0,05319;7,00830;0,67420;0,00558
3,30000;0,05487;7,96169;0,76592;0,00576
3,40000;0,05681;7,35954;0,70799;0,00596
3,50000;0,05862;7,17766;0,69049;0,00615
3,60000;0,05975;7,61671;0,73273;0,00627
3,70000;0,06175;7,98050;0,76773;0,00648
3,80000;0,06362;8,12479;0,78161;0,00668
3,90000;0,06494;8,26905;0,79548;0,00681
4,00000;0,06644;8,38821;0,80695;0,00697
4,10000;0,06850;8,06206;0,77557;0,00719
4,20000;0,07031;8,45722;0,81359;0,00738
4,30000;0,07150;8,63911;0,83108;0,00750
4,40000;0,07331;8,89001;0,85522;0,00769
4,50000;0,07531;8,50111;0,81781;0,00790
4,60000;0,07669;8,41331;0,80936;0,00805
4,70000;0,07806;9,04682;0,87031;0,00819
4,80000;0,08019;8,73946;0,84074;0,00841
4,90000;0,08194;8,81474;0,84798;0,00860
5,00000;0,08325;9,00917;0,86668;0,00874
