Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,58992;0,05675;0,00000
0,10000;0,00094;1,27361;0,12252;0,00010
0,20000;0,00319;6,22880;0,59921;0,00033
0,30000;0,00519;10,25565;0,98659;0,00054
0,40000;0,00644;12,77088;1,22856;0,00068
0,50000;0,00819;16,27086;1,56526;0,00086
0,60000;0,01006;19,18753;1,84584;0,00106
0,70000;0,01187;21,43302;2,06186;0,00125
0,80000;0,01300;23,64716;2,27486;0,00136
0,90000;0,01506;25,75470;2,47760;0,00158
1,00000;0,01681;28,40790;2,73284;0,00176
1,10000;0,01819;29,82547;2,86921;0,00191
1,20000;0,01975;32,10860;3,08885;0,00207
1,30000;0,02181;32,46614;3,12325;0,00229
1,40000;0,02362;32,99301;3,17393;0,00248
1,50000;0,02469;34,00913;3,27168;0,00259
1,60000;0,02662;34,68029;3,33625;0,00279
1,70000;0,02850;34,77437;3,34530;0,00299
1,80000;0,02994;35,06290;3,37305;0,00314
1,90000;0,03137;36,06020;3,46900;0,00329
2,00000;0,03350;36,12919;3,47563;0,00352
2,10000;0,03525;36,06647;3,46960;0,00370
2,20000;0,03644;37,20804;3,57942;0,00382
2,30000;0,03819;37,83528;3,63976;0,00401
2,40000;0,04012;37,79766;3,63614;0,00421
2,50000;0,04169;37,67221;3,62407;0,00437
2,60000;0,04300;37,92937;3,64881;0,00451
2,70000;0,04512;38,71969;3,72484;0,00474
2,80000;0,04687;38,39980;3,69406;0,00492
2,90000;0,04819;37,81647;3,63795;0,00506
3,00000;0,04981;37,84783;3,64096;0,00523
3,10000;0,05181;36,54317;3,51546;0,00544
3,20000;0,05350;37,05125;3,56433;0,00561
3,30000;0,05469;36,73134;3,53356;0,00574
3,40000;0,05675;37,17667;3,57640;0,00595
3,50000;0,05850;37,15160;3,57399;0,00614
3,60000;0,05994;37,59067;3,61623;0,00629
3,70000;0,06137;38,18027;3,67295;0,00644
3,80000;0,06344;38,76360;3,72906;0,00666
3,90000;0,06525;39,21520;3,77251;0,00685
4,00000;0,06631;39,81735;3,83043;0,00696
4,10000;0,06837;40,40697;3,88715;0,00717
4,20000;0,07012;40,86485;3,93120;0,00736
4,30000;0,07169;41,29764;3,97284;0,00752
4,40000;0,07300;41,90605;4,03137;0,00766
4,50000;0,07512;42,10051;4,05007;0,00788
4,60000;0,07694;42,50193;4,08869;0,00807
4,70000;0,07806;43,30480;4,16593;0,00819
4,80000;0,07994;44,00730;4,23351;0,00839
4,90000;0,08175;43,89440;4,22265;0,00858
5,00000;0,08350;44,50281;4,28117;0,00876
5,10000;0,08469;44,81643;4,31134;0,00889
5,20000;0,08675;44,92933;4,32221;0,00910
5,30000;0,08856;45,14887;4,34333;0,00929
5,40000;0,08975;45,65693;4,39220;0,00942
5,50000;0,09150;46,56017;4,47909;0,00960
5,60000;0,09344;46,28417;4,45254;0,00980
5,70000;0,09519;46,66678;4,48935;0,00999
5,80000;0,09637;46,97414;4,51892;0,01011
5,90000;0,09837;48,15334;4,63236;0,01032
6,00000;0,10019;49,13183;4,72649;0,01051
6,10000;0,10150;50,27968;4,83691;0,01065
6,20000;0,10312;52,49383;5,04991;0,01082
6,30000;0,10512;54,09329;5,20378;0,01103
6,40000;0,10694;56,17570;5,40411;0,01122
6,50000;0,10806;57,59953;5,54108;0,01134
6,60000;0,11000;59,60669;5,73417;0,01154
6,70000;0,11187;61,81458;5,94657;0,01174
6,80000;0,11325;63,20076;6,07992;0,01188
6,90000;0,11469;65,86025;6,33576;0,01203
7,00000;0,11681;67,93642;6,53549;0,01226
7,10000;0,11856;70,16310;6,74970;0,01244
