Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,32629;0,03139;0,00000
0,10000;0,00081;0,40785;0,03924;0,00009
0,20000;0,00337;1,52432;0,14664;0,00035
0,30000;0,00475;2,23937;0,21543;0,00050
0,40000;0,00650;2,70980;0,26068;0,00068
0,50000;0,00837;3,19278;0,30715;0,00088
0,60000;0,01019;3,95800;0,38076;0,00107
0,70000;0,01137;5,07450;0,48817;0,00119
0,80000;0,01344;5,97143;0,57445;0,00141
0,90000;0,01525;6,15334;0,59195;0,00160
1,00000;0,01650;4,20262;0,40429;0,00173
1,10000;0,01812;5,18111;0,49842;0,00190
1,20000;0,02012;5,67036;0,54549;0,00211
1,30000;0,02194;6,70531;0,64505;0,00230
1,40000;0,02306;7,32627;0,70479;0,00242
1,50000;0,02500;8,09149;0,77840;0,00262
1,60000;0,02687;8,19813;0,78866;0,00282
1,70000;0,02825;8,90691;0,85685;0,00296
1,80000;0,02975;9,86657;0,94917;0,00312
1,90000;0,03181;10,04220;0,96606;0,00334
2,00000;0,03356;10,90153;1,04873;0,00352
2,10000;0,03475;11,88628;1,14346;0,00365
2,20000;0,03662;12,58252;1,21044;0,00384
2,30000;0,03856;13,50455;1,29914;0,00405
2,40000;0,04006;13,77426;1,32509;0,00420
2,50000;0,04137;14,47678;1,39267;0,00434
2,60000;0,04344;14,93467;1,43672;0,00456
2,70000;0,04525;14,98484;1,44154;0,00475
2,80000;0,04650;15,49290;1,49042;0,00488
2,90000;0,04812;16,21423;1,55981;0,00505
3,00000;0,05019;16,41493;1,57912;0,00527
3,10000;0,05181;16,84146;1,62015;0,00544
3,20000;0,05300;17,18644;1,65334;0,00556
3,30000;0,05512;17,96421;1,72816;0,00578
3,40000;0,05687;18,29038;1,75954;0,00597
3,50000;0,05825;18,89879;1,81807;0,00611
3,60000;0,05975;19,27514;1,85427;0,00627
3,70000;0,06187;19,98392;1,92246;0,00649
3,80000;0,06362;20,27245;1,95021;0,00668
3,90000;0,06469;20,90596;2,01116;0,00679
4,00000;0,06675;21,11923;2,03167;0,00700
4,10000;0,06844;20,01529;1,92547;0,00718
4,20000;0,07000;19,78320;1,90315;0,00735
4,30000;0,07137;20,08427;1,93211;0,00749
4,40000;0,07350;19,97137;1,92125;0,00771
4,50000;0,07531;19,83338;1,90797;0,00790
4,60000;0,07644;19,81456;1,90616;0,00802
4,70000;0,07831;20,39790;1,96228;0,00822
4,80000;0,08006;19,89610;1,91401;0,00840
4,90000;0,08181;20,29755;1,95263;0,00858
5,00000;0,08306;20,83068;2,00391;0,00872
5,10000;0,08519;21,35129;2,05400;0,00894
5,20000;0,08694;21,49555;2,06787;0,00912
5,30000;0,08812;22,34234;2,14933;0,00925
5,40000;0,08987;22,69985;2,18373;0,00943
5,50000;0,09175;22,34860;2,14994;0,00963
5,60000;0,09356;22,58695;2,17287;0,00982
5,70000;0,09469;23,52782;2,26338;0,00994
5,80000;0,09675;23,40863;2,25191;0,01015
5,90000;0,09856;23,37727;2,24890;0,01034
6,00000;0,09987;23,59680;2,27001;0,01048
6,10000;0,10150;24,03588;2,31225;0,01065
