Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,43910;0,04224;0,00000
0,10000;0,00075;0,76524;0,07362;0,00008
0,20000;0,00331;0,81542;0,07844;0,00035
0,30000;0,00456;0,36382;0,03500;0,00048
0,40000;0,00681;0,28228;0,02716;0,00071
0,50000;0,00856;0,45791;0,04405;0,00090
0,60000;0,00975;0,37637;0,03621;0,00102
0,70000;0,01162;0,50808;0,04888;0,00122
0,80000;0,01344;0,38263;0,03681;0,00141
0,90000;0,01519;0,48298;0,04646;0,00159
1,00000;0,01631;0,70881;0,06819;0,00171
1,10000;0,01844;1,12904;0,10861;0,00193
1,20000;0,02025;0,32617;0,03138;0,00212
1,30000;0,02150;0,89698;0,08629;0,00226
1,40000;0,02319;1,04124;0,10017;0,00243
1,50000;0,02512;0,69626;0,06698;0,00264
1,60000;0,02694;0,26347;0,02535;0,00283
1,70000;0,02806;0,86562;0,08327;0,00294
1,80000;0,03006;1,00988;0,09715;0,00315
1,90000;0,03187;0,48298;0,04646;0,00334
2,00000;0,03325;0,91579;0,08810;0,00349
2,10000;0,03475;0,91579;0,08810;0,00365
2,20000;0,03687;0,74017;0,07120;0,00387
2,30000;0,03862;0,70252;0,06758;0,00405
2,40000;0,03975;0,95342;0,09172;0,00417
2,50000;0,04162;1,54302;0,14844;0,00437
2,60000;0,04350;0,61472;0,05914;0,00456
2,70000;0,04500;0,82797;0,07965;0,00472
2,80000;0,04637;1,17295;0,11284;0,00487
2,90000;0,04850;0,75269;0,07241;0,00509
3,00000;0,05031;1,62458;0,15628;0,00528
3,10000;0,05150;2,50896;0,24136;0,00540
3,20000;0,05319;3,21148;0,30894;0,00558
3,30000;0,05519;3,04841;0,29326;0,00579
3,40000;0,05681;4,46595;0,42962;0,00596
3,50000;0,05800;5,20609;0,50083;0,00609
3,60000;0,06019;5,60125;0,53884;0,00632
3,70000;0,06194;6,22850;0,59918;0,00650
3,80000;0,06325;6,74282;0,64866;0,00664
3,90000;0,06481;7,79030;0,74943;0,00680
4,00000;0,06681;8,25447;0,79408;0,00701
4,10000;0,06856;8,86288;0,85261;0,00719
4,20000;0,06975;9,92918;0,95519;0,00732
4,30000;0,07181;10,31181;0,99200;0,00754
4,40000;0,07350;11,06448;1,06440;0,00771
4,50000;0,07506;11,77953;1,13319;0,00788
4,60000;0,07644;12,21860;1,17543;0,00802
4,70000;0,07856;12,76431;1,22793;0,00824
4,80000;0,08031;13,57971;1,30637;0,00843
4,90000;0,08137;14,80910;1,42464;0,00854
5,00000;0,08337;15,09762;1,45239;0,00875
5,10000;0,08512;15,53041;1,49403;0,00893
5,20000;0,08675;16,13884;1,55256;0,00910
5,30000;0,08800;17,25531;1,65996;0,00923
5,40000;0,09019;17,97664;1,72935;0,00946
5,50000;0,09200;18,66033;1,79513;0,00965
5,60000;0,09312;19,21230;1,84823;0,00977
5,70000;0,09494;19,79563;1,90434;0,00996
5,80000;0,09681;20,36642;1,95925;0,01016
5,90000;0,09856;21,03129;2,02321;0,01034
6,00000;0,09975;21,52680;2,07088;0,01047
6,10000;0,10175;22,87538;2,20061;0,01068
6,20000;0,10356;23,14509;2,22656;0,01087
6,30000;0,10481;23,92286;2,30138;0,01100
6,40000;0,10650;24,64417;2,37077;0,01118
6,50000;0,10850;24,97660;2,40275;0,01139
6,60000;0,11025;25,41568;2,44499;0,01157
6,70000;0,11137;26,38791;2,53852;0,01169
6,80000;0,11344;26,90223;2,58800;0,01190
6,90000;0,11525;27,46675;2,64230;0,01209
7,00000;0,11656;28,08771;2,70204;0,01223
7,10000;0,11812;28,18806;2,71169;0,01240
7,20000;0,12012;29,05366;2,79496;0,01260
7,30000;0,12200;29,67461;2,85470;0,01280
7,40000;0,12312;30,56531;2,94039;0,01292
7,50000;0,12500;31,18627;3,00012;0,01312
7,60000;0,12687;31,19253;3,00072;0,01331
7,70000;0,12831;32,25256;3,10270;0,01346
7,80000;0,12969;32,74810;3,15037;0,01361
7,90000;0,13181;33,24361;3,19804;0,01383
8,00000;0,13362;33,85202;3,25657;0,01402
8,10000;0,13481;34,54825;3,32354;0,01415
8,20000;0,13656;35,04378;3,37122;0,01433
8,30000;0,13856;35,34486;3,40018;0,01454
8,40000;0,14012;35,97836;3,46112;0,01470
8,50000;0,14137;36,31706;3,49371;0,01483
8,60000;0,14344;37,30182;3,58844;0,01505
8,70000;0,14525;37,43356;3,60111;0,01524
8,80000;0,14656;37,83498;3,63973;0,01538
8,90000;0,14812;38,39321;3,69343;0,01554
9,00000;0,15019;38,86994;3,73929;0,01576
9,10000;0,15187;39,44072;3,79420;0,01594
9,20000;0,15306;39,85469;3,83403;0,01606
9,30000;0,15512;40,53211;3,89919;0,01628
9,40000;0,15681;40,66383;3,91186;0,01645
9,50000;0,15831;41,46670;3,98910;0,01661
9,60000;0,15975;41,73641;4,01505;0,01676
9,70000;0,16194;41,88067;4,02892;0,01699
9,80000;0,16362;42,29464;4,06875;0,01717
9,90000;0,16469;42,85916;4,12306;0,01728
10,00000;0,16669;43,32331;4,16771;0,01749
10,10000;0,16844;43,77493;4,21115;0,01767
10,20000;0,17012;44,11989;4,24434;0,01785
10,30000;0,17137;44,30180;4,26184;0,01798
10,40000;0,17350;45,05448;4,33424;0,01821
10,50000;0,17531;45,37439;4,36502;0,01840
10,60000;0,17644;45,70682;4,39700;0,01851
10,70000;0,17825;45,85108;4,41088;0,01870
10,80000;0,18012;46,55358;4,47846;0,01890
10,90000;0,18187;46,77312;4,49958;0,01908
11,00000;0,18300;46,83584;4,50561;0,01920
11,10000;0,18519;47,65752;4,58466;0,01943
11,20000;0,18694;47,32509;4,55268;0,01962
11,30000;0,18819;47,97115;4,61483;0,01975
11,40000;0,18987;48,05268;4,62267;0,01992
11,50000;0,19175;48,34121;4,65043;0,02012
11,60000;0,19362;48,44784;4,66069;0,02032
11,70000;0,19469;49,00608;4,71439;0,02043
11,80000;0,19675;49,35733;4,74818;0,02065
11,90000;0,19856;49,59567;4,77111;0,02084
12,00000;0,19994;49,58315;4,76990;0,02098
12,10000;0,20150;50,02220;4,81214;0,02114
12,20000;0,20344;49,94695;4,80490;0,02135
12,30000;0,20531;50,49263;4,85740;0,02154
12,40000;0,20644;50,90034;4,89662;0,02166
12,50000;0,20831;51,21396;4,92679;0,02186
12,60000;0,21025;50,88779;4,89541;0,02206
12,70000;0,21169;51,50249;4,95454;0,02221
12,80000;0,21306;51,58402;4,96239;0,02236
12,90000;0,21512;51,48994;4,95334;0,02257
13,00000;0,21694;51,61539;4,96540;0,02276
13,10000;0,21812;52,39944;5,04083;0,02289
13,20000;0,21987;52,61269;5,06135;0,02307
13,30000;0,22187;52,81968;5,08126;0,02328
13,40000;0,22344;52,77577;5,07703;0,02345
13,50000;0,22475;52,98276;5,09695;0,02358
13,60000;0,22681;53,02667;5,10117;0,02380
13,70000;0,22850;53,08313;5,10660;0,02398
13,80000;0,22987;53,39046;5,13617;0,02412
13,90000;0,23144;53,54101;5,15065;0,02429
14,00000;0,23356;53,73545;5,16936;0,02451
14,10000;0,23519;53,80444;5,17599;0,02468
14,20000;0,23637;53,91736;5,18686;0,02480
14,30000;0,23850;53,82327;5,17780;0,02503
14,40000;0,24012;54,11180;5,20556;0,02520
14,50000;0,24169;54,48814;5,24176;0,02536
14,60000;0,24306;53,62881;5,15910;0,02550
14,70000;0,24519;54,40032;5,23332;0,02573
14,80000;0,24694;54,70139;5,26228;0,02591
14,90000;0,24806;54,46931;5,23995;0,02603
15,00000;0,25006;54,90212;5,28159;0,02624
15,10000;0,25181;54,78293;5,27012;0,02642
15,20000;0,25344;54,95229;5,28642;0,02659
15,30000;0,25469;54,94603;5,28581;0,02672
15,40000;0,25687;54,93348;5,28461;0,02695
15,50000;0,25862;54,99620;5,29064;0,02714
15,60000;0,25981;55,04638;5,29547;0,02726
15,70000;0,26162;55,40389;5,32986;0,02745
15,80000;0,26344;55,07146;5,29788;0,02764
15,90000;0,26519;55,40389;5,32986;0,02783
16,00000;0,26631;55,40389;5,32986;0,02794
16,10000;0,26850;55,63598;5,35219;0,02817
16,20000;0,27025;55,78024;5,36606;0,02836
16,30000;0,27150;55,87433;5,37512;0,02849
16,40000;0,27319;55,60461;5,34917;0,02867
16,50000;0,27512;55,59206;5,34796;0,02887
16,60000;0,27694;55,93079;5,38055;0,02906
16,70000;0,27806;55,84296;5,37210;0,02918
16,80000;0,28006;56,15032;5,40167;0,02939
16,90000;0,28187;56,08131;5,39503;0,02958
17,00000;0,28325;56,23186;5,40951;0,02972
17,10000;0,28481;56,11267;5,39804;0,02989
17,20000;0,28687;56,05624;5,39262;0,03010
17,30000;0,28869;56,45140;5,43063;0,03029
17,40000;0,28975;56,81519;5,46563;0,03040
17,50000;0,29162;56,72111;5,45658;0,03060
17,60000;0,29350;56,71482;5,45597;0,03080
17,70000;0,29500;56,52038;5,43727;0,03095
17,80000;0,29637;57,31697;5,51390;0,03110
17,90000;0,29850;56,71482;5,45597;0,03132
18,00000;0,30031;57,09117;5,49218;0,03151
18,10000;0,30150;57,02844;5,48614;0,03164
18,20000;0,30319;57,03473;5,48675;0,03181
18,30000;0,30519;57,00963;5,48433;0,03202
18,40000;0,30681;57,22917;5,50545;0,03219
18,50000;0,30806;57,50514;5,53200;0,03233
18,60000;0,31012;57,21662;5,50424;0,03254
18,70000;0,31187;57,48633;5,53019;0,03273
18,80000;0,31319;57,27308;5,50968;0,03286
18,90000;0,31481;57,22288;5,50485;0,03303
19,00000;0,31681;57,56160;5,53743;0,03324
