Saat;Uzama;Yük;Çekme gerilmesi;Çekme gerinimi
(sec);(mm);(N);(MPa);(mm/mm)
0,00000;0,00000;0,69549;0,06691;0,00000
0,10000;0,00075;1,07184;0,10311;0,00008
0,20000;0,00281;5,44367;0,52368;0,00030
0,30000;0,00487;8,63003;0,83021;0,00051
0,40000;0,00687;11,54041;1,11019;0,00072
0,50000;0,00819;12,19274;1,17294;0,00086
0,60000;0,00969;12,47500;1,20010;0,00102
0,70000;0,01175;12,41856;1,19467;0,00123
0,80000;0,01362;13,42213;1,29121;0,00143
0,90000;0,01475;13,32804;1,28216;0,00155
1,00000;0,01669;13,71065;1,31897;0,00175
1,10000;0,01856;12,92662;1,24354;0,00195
1,20000;0,01994;13,73575;1,32138;0,00209
1,30000;0,02137;14,33163;1,37870;0,00224
1,40000;0,02344;14,36926;1,38232;0,00246
1,50000;0,02525;14,67033;1,41129;0,00265
1,60000;0,02644;14,84596;1,42818;0,00277
1,70000;0,02825;15,25993;1,46801;0,00296
1,80000;0,03019;15,47947;1,48913;0,00317
1,90000;0,03175;15,31639;1,47344;0,00333
2,00000;0,03300;15,56100;1,49697;0,00346
2,10000;0,03512;15,92480;1,53197;0,00369
2,20000;0,03687;15,55474;1,49637;0,00387
2,30000;0,03819;16,14434;1,55309;0,00401
2,40000;0,03981;17,63089;1,69609;0,00418
2,50000;0,04187;18,91046;1,81919;0,00439
2,60000;0,04350;19,41225;1,86746;0,00456
2,70000;0,04462;20,52872;1,97487;0,00468
2,80000;0,04675;21,73302;2,09072;0,00491
2,90000;0,04850;22,05293;2,12149;0,00509
3,00000;0,04994;23,81545;2,29105;0,00524
3,10000;0,05137;25,35847;2,43949;0,00539
3,20000;0,05350;27,40326;2,63620;0,00561
3,30000;0,05525;29,97492;2,88359;0,00580
3,40000;0,05637;31,01614;2,98376;0,00592
3,50000;0,05837;33,71953;3,24382;0,00613
3,60000;0,06012;35,45699;3,41097;0,00631
3,70000;0,06175;38,17920;3,67284;0,00648
3,80000;0,06300;40,20517;3,86774;0,00661
3,90000;0,06519;43,38527;4,17367;0,00684
4,00000;0,06700;46,03849;4,42891;0,00703
4,10000;0,06806;48,48470;4,66423;0,00714
4,20000;0,06994;51,87178;4,99007;0,00734
4,30000;0,07175;55,38431;5,32798;0,00753
4,40000;0,07344;58,40133;5,61821;0,00771
4,50000;0,07469;61,05455;5,87345;0,00784
4,60000;0,07681;64,74897;6,22886;0,00806
4,70000;0,07862;67,20147;6,46479;0,00825
4,80000;0,07981;69,69159;6,70434;0,00837
4,90000;0,08150;72,13156;6,93906;0,00855
5,00000;0,08337;73,23548;7,04526;0,00875
5,10000;0,08525;73,26684;7,04828;0,00895
5,20000;0,08637;74,59659;7,17620;0,00906
5,30000;0,08844;73,53029;7,07362;0,00928
5,40000;0,09025;73,78119;7,09776;0,00947
5,50000;0,09150;73,98818;7,11767;0,00960
5,60000;0,09312;74,10108;7,12853;0,00977
5,70000;0,09512;73,80000;7,09957;0,00998
5,80000;0,09694;74,33943;7,15146;0,01017
5,90000;0,09806;74,52760;7,16956;0,01029
6,00000;0,09994;74,67186;7,18344;0,01049
6,10000;0,10187;73,81255;7,10077;0,01069
6,20000;0,10331;74,30806;7,14844;0,01084
6,30000;0,10475;74,50879;7,16775;0,01099
6,40000;0,10681;74,38334;7,15568;0,01121
6,50000;0,10856;74,42096;7,15930;0,01139
6,60000;0,10975;74,50879;7,16775;0,01152
6,70000;0,11156;74,47742;7,16474;0,01171
6,80000;0,11350;74,73459;7,18947;0,01191
6,90000;0,11506;74,33943;7,15146;0,01207
7,00000;0,11637;74,58406;7,17499;0,01221
7,10000;0,11850;74,38334;7,15568;0,01243
7,20000;0,12019;74,36452;7,15387;0,01261
7,30000;0,12150;74,37707;7,15508;0,01275
7,40000;0,12312;74,77850;7,19370;0,01292
7,50000;0,12519;74,72204;7,18827;0,01314
7,60000;0,12681;74,17009;7,13517;0,01331
7,70000;0,12800;74,87258;7,20275;0,01343
7,80000;0,13012;74,77223;7,19310;0,01365
7,90000;0,13181;74,60914;7,17741;0,01383
8,00000;0,13325;74,25789;7,14362;0,01398
8,10000;0,13469;74,50879;7,16775;0,01413
8,20000;0,13687;74,23908;7,14181;0,01436
8,30000;0,13856;75,06702;7,22145;0,01454
8,40000;0,13975;75,68798;7,28119;0,01466
8,50000;0,14175;75,31792;7,24559;0,01487
8,60000;0,14350;75,26774;7,24076;0,01506
8,70000;0,14506;75,12348;7,22689;0,01522
8,80000;0,14631;75,73818;7,28602;0,01535
8,90000;0,14850;74,92276;7,20758;0,01558
9,00000;0,15025;75,16111;7,23051;0,01577
9,10000;0,15144;75,33673;7,24740;0,01589
9,20000;0,15331;75,65035;7,27757;0,01609
9,30000;0,15512;75,10467;7,22508;0,01628
9,40000;0,15681;75,11720;7,22628;0,01645
9,50000;0,15800;75,05447;7,22025;0,01658
9,60000;0,16012;75,49983;7,26309;0,01680
9,70000;0,16187;75,07331;7,22206;0,01699
9,80000;0,16312;75,21757;7,23594;0,01712
9,90000;0,16487;75,43082;7,25645;0,01730
10,00000;0,16681;75,10467;7,22508;0,01750
10,10000;0,16856;74,77850;7,19370;0,01769
10,20000;0,16962;75,84479;7,29628;0,01780
10,30000;0,17169;75,43711;7,25706;0,01802
10,40000;0,17350;74,98548;7,21361;0,01821
10,50000;0,17487;75,18621;7,23292;0,01835
10,60000;0,17644;75,11093;7,22568;0,01851
10,70000;0,17844;75,18621;7,23292;0,01872
10,80000;0,18031;75,39946;7,25344;0,01892
10,90000;0,18137;75,70682;7,28300;0,01903
11,00000;0,18325;75,60018;7,27274;0,01923
11,10000;0,18519;74,89140;7,20456;0,01943
11,20000;0,18662;75,22383;7,23654;0,01958
11,30000;0,18800;75,55627;7,26852;0,01973
11,40000;0,19019;75,50609;7,26369;0,01996
11,50000;0,19194;75,10467;7,22508;0,02014
11,60000;0,19312;75,58763;7,27154;0,02026
11,70000;0,19487;75,55627;7,26852;0,02045
11,80000;0,19681;75,44337;7,25766;0,02065
11,90000;0,19844;74,79105;7,19491;0,02082
12,00000;0,19969;75,69427;7,28180;0,02095
12,10000;0,20181;75,56255;7,26912;0,02118
12,20000;0,20356;75,08583;7,22326;0,02136
12,30000;0,20487;75,34302;7,24801;0,02150
12,40000;0,20650;75,78835;7,29085;0,02167
12,50000;0,20850;75,09838;7,22447;0,02188
12,60000;0,21019;75,32418;7,24619;0,02206
12,70000;0,21131;75,60018;7,27274;0,02217
12,80000;0,21344;75,41827;7,25524;0,02240
12,90000;0,21519;74,96038;7,21120;0,02258
13,00000;0,21662;75,22383;7,23654;0,02273
13,10000;0,21806;75,11720;7,22628;0,02288
13,20000;0,22012;75,96398;7,30774;0,02310
13,30000;0,22194;75,34928;7,24861;0,02329
13,40000;0,22300;75,55627;7,26852;0,02340
13,50000;0,22500;75,55627;7,26852;0,02361
13,60000;0,22681;74,74087;7,19008;0,02380
13,70000;0,22844;75,13603;7,22809;0,02397
13,80000;0,22969;75,63781;7,27636;0,02410
13,90000;0,23181;75,56255;7,26912;0,02432
14,00000;0,23356;75,11720;7,22628;0,02451
14,10000;0,23475;74,59032;7,17560;0,02463
14,20000;0,23662;75,35554;7,24921;0,02483
14,30000;0,23844;75,21128;7,23533;0,02502
14,40000;0,24019;75,00430;7,21542;0,02520
14,50000;0,24137;75,55000;7,26792;0,02533
14,60000;0,24344;75,23638;7,23775;0,02554
14,70000;0,24525;75,02311;7,21723;0,02573
14,80000;0,24644;75,52491;7,26550;0,02586
14,90000;0,24819;75,32418;7,24619;0,02604
15,00000;0,25012;75,27401;7,24137;0,02625
15,10000;0,25194;74,64050;7,18042;0,02644
15,20000;0,25300;75,66290;7,27878;0,02655
15,30000;0,25506;75,50609;7,26369;0,02676
15,40000;0,25687;75,03566;7,21844;0,02695
15,50000;0,25819;74,72204;7,18827;0,02709
15,60000;0,25975;75,34302;7,24801;0,02726
15,70000;0,26175;74,91650;7,20697;0,02747
15,80000;0,26362;75,39319;7,25283;0,02766
15,90000;0,26475;75,24893;7,23895;0,02778
16,00000;0,26669;75,74444;7,28662;0,02798
16,10000;0,26856;74,99803;7,21482;0,02818
16,20000;0,26994;75,65035;7,27757;0,02833
16,30000;0,27131;75,58763;7,27154;0,02847
16,40000;0,27344;75,34928;7,24861;0,02869
16,50000;0,27525;75,11720;7,22628;0,02888
16,60000;0,27644;75,66917;7,27938;0,02901
16,70000;0,27825;76,07061;7,31800;0,02920
16,80000;0,28019;75,51236;7,26430;0,02940
16,90000;0,28175;75,11093;7,22568;0,02956
17,00000;0,28300;75,61273;7,27395;0,02970
17,10000;0,28519;75,23638;7,23775;0,02993
17,20000;0,28681;75,15484;7,22990;0,03010
17,30000;0,28819;75,11720;7,22628;0,03024
17,40000;0,28981;76,10824;7,32162;0,03041
17,50000;0,29194;75,54372;7,26731;0,03063
17,60000;0,29350;75,15484;7,22990;0,03080
17,70000;0,29469;75,94517;7,30593;0,03092
17,80000;0,29675;75,68798;7,28119;0,03114
17,90000;0,29850;75,35554;7,24921;0,03132
18,00000;0,29994;75,85108;7,29688;0,03147
18,10000;0,30137;75,46847;7,26007;0,03162
18,20000;0,30350;75,31792;7,24559;0,03185
18,30000;0,30525;75,36809;7,25042;0,03203
18,40000;0,30631;75,86989;7,29869;0,03214
18,50000;0,30837;75,88870;7,30050;0,03236
